	condition	treatment	days	seurat_clusters	clusters	cluster_manual_label
573659	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
573562	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
269811	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
166570	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
524013	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
777875	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
600193	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
704123	day4 unstim	unstim	day4	5	5	Plasmablasts
453552	day4 unstim	unstim	day4	5	5	Plasmablasts
626310	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
202060	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
443611	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
657626	day4 unstim	unstim	day4	5	5	Plasmablasts
20688	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
537082	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
857308	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
491538	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
102668	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
460710	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
188267	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
576772	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
254709	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
43101	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
319405	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
14506	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
79595	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
840143	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
804094	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
677482	day9 unstim	unstim	day9	5	5	Plasmablasts
73854	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
428855	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
26306	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
32472	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
532849	day4 unstim	unstim	day4	5	5	Plasmablasts
501390	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
522443	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
201889	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
88895	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
276458	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
60713	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
422087	day4 unstim	unstim	day4	5	5	Plasmablasts
851037	day4 unstim	unstim	day4	5	5	Plasmablasts
245413	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
224798	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
2711	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
858823	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
714504	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
86588	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
223676	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
474232	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
588710	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
723367	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
65523	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
160388	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
427026	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
861182	day4 unstim	unstim	day4	5	5	Plasmablasts
678163	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
522656	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
286995	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
174049	day4 unstim	unstim	day4	5	5	Plasmablasts
209056	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
114071	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
400891	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
470380	day9 unstim	unstim	day9	5	5	Plasmablasts
778299	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
724071	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
703681	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
587340	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
460912	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
326580	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
505607	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
242316	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
558681	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
598634	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
209243	day9 unstim	unstim	day9	5	5	Plasmablasts
700339	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
544562	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
183688	day9 unstim	unstim	day9	5	5	Plasmablasts
328159	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
716515	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
502832	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
462018	day9 unstim	unstim	day9	5	5	Plasmablasts
387393	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
279107	day9 unstim	unstim	day9	5	5	Plasmablasts
703987	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
53834	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
879493	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
655708	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
120524	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
411078	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
433577	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
796825	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
387845	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
261350	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
198955	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
415282	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
726577	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
469108	day4 unstim	unstim	day4	5	5	Plasmablasts
153099	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
289767	day9 unstim	unstim	day9	5	5	Plasmablasts
201251	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
468573	day9 unstim	unstim	day9	5	5	Plasmablasts
253114	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
147941	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
389892	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
599859	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
151465	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
520985	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
673104	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
40626	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
554477	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
519846	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
621992	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
612932	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
811271	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
87108	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
672788	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
690051	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
124252	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
630827	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
662178	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
284724	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
276496	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
723952	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
471914	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
613013	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
767711	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
465761	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
265985	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
760060	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
456381	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
443588	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
217515	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
601777	day9 unstim	unstim	day9	5	5	Plasmablasts
14687	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
746809	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
167222	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
751979	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
187381	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
785701	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
326728	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
386600	day4 unstim	unstim	day4	5	5	Plasmablasts
394872	day4 unstim	unstim	day4	5	5	Plasmablasts
352679	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
825804	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
164904	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
799019	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
506030	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
754548	day4 unstim	unstim	day4	5	5	Plasmablasts
469145	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
736599	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
559084	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
35631	day9 unstim	unstim	day9	5	5	Plasmablasts
154508	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
85811	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
7447	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
643356	day4 unstim	unstim	day4	5	5	Plasmablasts
651577	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
435048	day9 unstim	unstim	day9	5	5	Plasmablasts
202334	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
835135	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
247300	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
436316	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
571612	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
446994	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
874954	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
832213	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
820124	day9 unstim	unstim	day9	5	5	Plasmablasts
194642	day4 unstim	unstim	day4	5	5	Plasmablasts
432212	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
634589	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
142567	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
692468	day4 unstim	unstim	day4	5	5	Plasmablasts
162147	day9 unstim	unstim	day9	5	5	Plasmablasts
741956	day9 unstim	unstim	day9	4	4	GC B cells
239381	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
735700	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
473656	day4 unstim	unstim	day4	5	5	Plasmablasts
250118	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
245775	day4 unstim	unstim	day4	5	5	Plasmablasts
165361	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
568561	day9 unstim	unstim	day9	4	4	GC B cells
239940	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
222922	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
758977	day9 unstim	unstim	day9	5	5	Plasmablasts
654720	day4 unstim	unstim	day4	4	4	GC B cells
398591	day4 unstim	unstim	day4	4	4	GC B cells
69459	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
658321	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
135732	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
263486	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
304085	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
866566	day4 unstim	unstim	day4	4	4	GC B cells
702220	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
263225	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
197198	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
162174	day4 unstim	unstim	day4	4	4	GC B cells
623110	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
803339	day4 unstim	unstim	day4	5	5	Plasmablasts
584272	day4 unstim	unstim	day4	4	4	GC B cells
295459	day4 unstim	unstim	day4	4	4	GC B cells
447592	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
158151	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
378561	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
696941	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
176804	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
570745	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
308572	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
81531	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
198730	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
42499	day4 unstim	unstim	day4	5	5	Plasmablasts
652765	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
342436	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
409630	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
200599	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
183438	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
629010	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
3845	day9 unstim	unstim	day9	5	5	Plasmablasts
848140	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
363634	day4 unstim	unstim	day4	5	5	Plasmablasts
746392	day4 unstim	unstim	day4	4	4	GC B cells
524546	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
370144	day9 unstim	unstim	day9	5	5	Plasmablasts
244985	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
161652	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
608352	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
865858	day9 RBD-NP	RBD-NP	day9	5	5	Plasmablasts
812008	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
735534	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
572073	day4 unstim	unstim	day4	5	5	Plasmablasts
464489	day4 unstim	unstim	day4	4	4	GC B cells
81426	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
554632	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
4214	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
260050	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
293506	day4 unstim	unstim	day4	5	5	Plasmablasts
88749	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
451313	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
686952	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
516316	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
579508	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
649194	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
273357	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
747032	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
109831	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
707919	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
621035	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
436266	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
21012	day4 unstim	unstim	day4	4	4	GC B cells
866348	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
185105	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
585171	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
686938	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
341934	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
171195	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
663681	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
508963	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
231805	day4 unstim	unstim	day4	4	4	GC B cells
20883	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
466052	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
34346	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
78430	day4 unstim	unstim	day4	4	4	GC B cells
243216	day4 unstim	unstim	day4	4	4	GC B cells
517776	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
679357	day9 unstim	unstim	day9	4	4	GC B cells
869768	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
474889	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
465390	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
397742	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
831088	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
230069	day4 unstim	unstim	day4	4	4	GC B cells
52091	day4 unstim	unstim	day4	4	4	GC B cells
67462	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
631873	day4 unstim	unstim	day4	4	4	GC B cells
658804	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
135698	day9 unstim	unstim	day9	4	4	GC B cells
451027	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
250268	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
690916	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
418841	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
53106	day4 unstim	unstim	day4	4	4	GC B cells
376214	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
818317	day4 unstim	unstim	day4	4	4	GC B cells
488119	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
689717	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
518855	day4 unstim	unstim	day4	5	5	Plasmablasts
233298	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
41411	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
171800	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
711246	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
848966	day4 unstim	unstim	day4	5	5	Plasmablasts
79499	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
515631	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
555715	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
216512	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
513900	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
660514	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
58136	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
777372	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
873595	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
232332	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
42743	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
316488	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
501782	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
616651	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
528959	day4 unstim	unstim	day4	4	4	GC B cells
322189	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
195513	day4 unstim	unstim	day4	1	1	Pre-GC
547945	day4 unstim	unstim	day4	4	4	GC B cells
101657	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
870590	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
238927	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
163845	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
793284	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
198704	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
74033	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
89512	day4 unstim	unstim	day4	5	5	Plasmablasts
291235	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
517805	day4 unstim	unstim	day4	5	5	Plasmablasts
106152	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
12796	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
236421	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
4734	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
729548	day9 unstim	unstim	day9	5	5	Plasmablasts
506423	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
344227	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
789938	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
263095	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
752466	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
162110	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
238626	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
404837	day4 unstim	unstim	day4	4	4	GC B cells
530757	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
410896	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
42749	day4 unstim	unstim	day4	4	4	GC B cells
400758	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
309411	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
579767	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
481878	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
546413	day4 unstim	unstim	day4	4	4	GC B cells
662351	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
44726	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
300465	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	5	5	Plasmablasts
852824	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
459035	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
169465	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
526781	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
