	condition	treatment	days	seurat_clusters	clusters	cluster_manual_label
779	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
811879	day9 unstim	unstim	day9	0	0	Memory B cells
646330	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
117546	day9 unstim	unstim	day9	3	3	Naive B cells
84737	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
819497	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
500088	day9 unstim	unstim	day9	3	3	Naive B cells
23979	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
500040	day9 unstim	unstim	day9	0	0	Memory B cells
156115	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
846134	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
298269	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
138158	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
6701	day4 unstim	unstim	day4	1	1	Pre-GC
304904	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
279108	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
807389	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
170402	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
31661	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
529704	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
7061	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
624582	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
712057	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
377502	day4 unstim	unstim	day4	3	3	Naive B cells
183336	day9 unstim	unstim	day9	3	3	Naive B cells
661409	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
554734	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
394246	day4 unstim	unstim	day4	3	3	Naive B cells
131082	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
535698	day9 unstim	unstim	day9	3	3	Naive B cells
280018	day9 unstim	unstim	day9	0	0	Memory B cells
490007	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
7148	day9 unstim	unstim	day9	0	0	Memory B cells
871516	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
477172	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
833963	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
673297	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
532179	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
547095	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
281842	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
787306	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
214789	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
600222	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	3	3	Naive B cells
219302	day4 unstim	unstim	day4	0	0	Memory B cells
73164	day4 unstim	unstim	day4	3	3	Naive B cells
829693	day4 unstim	unstim	day4	3	3	Naive B cells
523823	day9 unstim	unstim	day9	0	0	Memory B cells
405133	day4 unstim	unstim	day4	0	0	Memory B cells
7207	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	3	3	Naive B cells
859294	day4 unstim	unstim	day4	0	0	Memory B cells
350327	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
860873	day4 unstim	unstim	day4	0	0	Memory B cells
446327	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
221372	day9 unstim	unstim	day9	0	0	Memory B cells
17279	day4 unstim	unstim	day4	3	3	Naive B cells
1894	day4 unstim	unstim	day4	3	3	Naive B cells
23834	day9 unstim	unstim	day9	3	3	Naive B cells
443317	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
208412	day9 unstim	unstim	day9	0	0	Memory B cells
470319	day4 unstim	unstim	day4	0	0	Memory B cells
536105	day4 unstim	unstim	day4	0	0	Memory B cells
565546	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
354904	day4 unstim	unstim	day4	0	0	Memory B cells
120089	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
852531	day4 unstim	unstim	day4	0	0	Memory B cells
52309	day9 unstim	unstim	day9	0	0	Memory B cells
47599	day4 unstim	unstim	day4	0	0	Memory B cells
637408	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
732586	day9 unstim	unstim	day9	1	1	Pre-GC
7901	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
811853	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
452337	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
39594	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
668711	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
441430	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
110266	day9 unstim	unstim	day9	0	0	Memory B cells
798706	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
409685	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
14086	day9 unstim	unstim	day9	4	4	GC B cells
125589	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
736053	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
275556	day9 unstim	unstim	day9	3	3	Naive B cells
23645	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
843585	day9 unstim	unstim	day9	3	3	Naive B cells
774659	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
346023	day9 unstim	unstim	day9	3	3	Naive B cells
101430	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
748061	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
312670	day9 unstim	unstim	day9	3	3	Naive B cells
437694	day9 unstim	unstim	day9	3	3	Naive B cells
749718	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
202294	day9 unstim	unstim	day9	0	0	Memory B cells
429007	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
288908	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
507540	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
753986	day9 unstim	unstim	day9	0	0	Memory B cells
428351	day4 unstim	unstim	day4	3	3	Naive B cells
709389	day9 unstim	unstim	day9	0	0	Memory B cells
181171	day4 unstim	unstim	day4	0	0	Memory B cells
461893	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
371640	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
257452	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
488572	day9 unstim	unstim	day9	3	3	Naive B cells
401973	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
396156	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
673356	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
380142	day4 unstim	unstim	day4	3	3	Naive B cells
288120	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
109438	day4 unstim	unstim	day4	3	3	Naive B cells
875212	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	3	3	Naive B cells
562218	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
487308	day9 unstim	unstim	day9	0	0	Memory B cells
430062	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
553402	day9 unstim	unstim	day9	0	0	Memory B cells
667949	day9 unstim	unstim	day9	0	0	Memory B cells
426289	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
618366	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
279145	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
429351	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
852292	day4 unstim	unstim	day4	0	0	Memory B cells
777675	day4 unstim	unstim	day4	1	1	Pre-GC
155011	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
298305	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
307523	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
440614	day4 unstim	unstim	day4	1	1	Pre-GC
466547	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
838198	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
85655	day9 unstim	unstim	day9	0	0	Memory B cells
753001	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
879064	day4 unstim	unstim	day4	0	0	Memory B cells
643615	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
481687	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
420819	day9 unstim	unstim	day9	0	0	Memory B cells
269594	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
613940	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
600651	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
578563	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
490222	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
694028	day9 unstim	unstim	day9	0	0	Memory B cells
684902	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
501573	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
322724	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
631929	day4 unstim	unstim	day4	4	4	GC B cells
788615	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
356269	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
546979	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
324836	day9 unstim	unstim	day9	0	0	Memory B cells
865865	day9 unstim	unstim	day9	3	3	Naive B cells
628693	day9 unstim	unstim	day9	3	3	Naive B cells
55746	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
530590	day9 unstim	unstim	day9	0	0	Memory B cells
482204	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
853137	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
153263	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
370228	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
320982	day9 unstim	unstim	day9	3	3	Naive B cells
312448	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
463617	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
96857	day9 unstim	unstim	day9	3	3	Naive B cells
680617	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
660109	day9 unstim	unstim	day9	0	0	Memory B cells
60812	day9 unstim	unstim	day9	3	3	Naive B cells
243416	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
72111	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
316899	day9 unstim	unstim	day9	1	1	Pre-GC
421599	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
834454	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
783679	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
212614	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
186154	day4 unstim	unstim	day4	0	0	Memory B cells
193450	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
177950	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
559047	day9 unstim	unstim	day9	0	0	Memory B cells
530530	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
247484	day9 unstim	unstim	day9	0	0	Memory B cells
287012	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
86085	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
617434	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
471418	day9 unstim	unstim	day9	3	3	Naive B cells
441906	day9 unstim	unstim	day9	0	0	Memory B cells
388690	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
606424	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
253152	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
780893	day9 unstim	unstim	day9	0	0	Memory B cells
444751	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
78074	day9 unstim	unstim	day9	0	0	Memory B cells
682146	day4 unstim	unstim	day4	0	0	Memory B cells
157231	day9 unstim	unstim	day9	3	3	Naive B cells
121672	day4 unstim	unstim	day4	0	0	Memory B cells
168343	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
499185	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
875322	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
10589	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
695160	day4 unstim	unstim	day4	0	0	Memory B cells
358773	day9 unstim	unstim	day9	3	3	Naive B cells
576125	day4 unstim	unstim	day4	0	0	Memory B cells
418963	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
627692	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
158729	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
576825	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
718610	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
49021	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
696142	day9 unstim	unstim	day9	3	3	Naive B cells
200992	day4 unstim	unstim	day4	3	3	Naive B cells
170560	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	3	3	Naive B cells
205571	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
618099	day4 unstim	unstim	day4	3	3	Naive B cells
843051	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
786334	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
597078	day9 unstim	unstim	day9	0	0	Memory B cells
26371	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
428453	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
112328	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
92113	day9 unstim	unstim	day9	3	3	Naive B cells
213254	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
703051	day9 unstim	unstim	day9	3	3	Naive B cells
251907	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
57257	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
372968	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
725661	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
92756	day9 unstim	unstim	day9	3	3	Naive B cells
450281	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
68378	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
55701	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
238253	day4 unstim	unstim	day4	0	0	Memory B cells
824433	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
63157	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
410173	day9 unstim	unstim	day9	0	0	Memory B cells
526717	day4 unstim	unstim	day4	3	3	Naive B cells
215497	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
733501	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
631877	day4 unstim	unstim	day4	0	0	Memory B cells
549791	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
540426	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
28477	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
207242	day9 unstim	unstim	day9	3	3	Naive B cells
694296	day9 unstim	unstim	day9	0	0	Memory B cells
52132	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
537493	day4 unstim	unstim	day4	0	0	Memory B cells
261145	day9 unstim	unstim	day9	0	0	Memory B cells
741633	day9 unstim	unstim	day9	0	0	Memory B cells
381182	day4 unstim	unstim	day4	3	3	Naive B cells
793547	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
607382	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
92676	day9 unstim	unstim	day9	0	0	Memory B cells
113339	day4 unstim	unstim	day4	3	3	Naive B cells
677354	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
245367	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
243613	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
353836	day9 unstim	unstim	day9	3	3	Naive B cells
701353	day9 unstim	unstim	day9	0	0	Memory B cells
823315	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
732293	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
97546	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	3	3	Naive B cells
225230	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
647951	day9 unstim	unstim	day9	3	3	Naive B cells
473455	day9 unstim	unstim	day9	0	0	Memory B cells
761880	day9 unstim	unstim	day9	3	3	Naive B cells
552357	day4 unstim	unstim	day4	0	0	Memory B cells
101258	day9 unstim	unstim	day9	3	3	Naive B cells
547698	day9 unstim	unstim	day9	3	3	Naive B cells
669146	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
143620	day4 unstim	unstim	day4	4	4	GC B cells
164922	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
484010	day9 unstim	unstim	day9	0	0	Memory B cells
825270	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
98715	day9 unstim	unstim	day9	0	0	Memory B cells
317030	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
632573	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
436963	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
844264	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
461394	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
287879	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
35851	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
773311	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
601023	day4 unstim	unstim	day4	3	3	Naive B cells
228632	day9 unstim	unstim	day9	3	3	Naive B cells
101021	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
436431	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
855521	day4 unstim	unstim	day4	3	3	Naive B cells
729096	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
80789	day9 unstim	unstim	day9	3	3	Naive B cells
427430	day9 unstim	unstim	day9	3	3	Naive B cells
829315	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
242648	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
659819	day9 unstim	unstim	day9	0	0	Memory B cells
798611	day4 unstim	unstim	day4	0	0	Memory B cells
473068	day9 unstim	unstim	day9	0	0	Memory B cells
755368	day9 unstim	unstim	day9	0	0	Memory B cells
833972	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
637669	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
667835	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
301948	day9 unstim	unstim	day9	3	3	Naive B cells
781802	day9 unstim	unstim	day9	0	0	Memory B cells
699390	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
482684	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
367063	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
728841	day4 unstim	unstim	day4	0	0	Memory B cells
548875	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
323951	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
836069	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
678071	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
464918	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
738520	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
698522	day9 unstim	unstim	day9	3	3	Naive B cells
401411	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
539719	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
258626	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
801982	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
351874	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
750651	day9 unstim	unstim	day9	0	0	Memory B cells
751764	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
747047	day4 unstim	unstim	day4	0	0	Memory B cells
796685	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
533710	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
436293	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
224067	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
636252	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
811541	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
744393	day9 unstim	unstim	day9	0	0	Memory B cells
656892	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
413373	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
188265	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
416949	day4 unstim	unstim	day4	1	1	Pre-GC
778983	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
528700	day9 unstim	unstim	day9	0	0	Memory B cells
259142	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
331468	day9 unstim	unstim	day9	3	3	Naive B cells
649814	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
822443	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
636293	day9 unstim	unstim	day9	4	4	GC B cells
24695	day9 unstim	unstim	day9	3	3	Naive B cells
547531	day9 unstim	unstim	day9	3	3	Naive B cells
707428	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	3	3	Naive B cells
190085	day9 unstim	unstim	day9	0	0	Memory B cells
431200	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
157737	day9 unstim	unstim	day9	0	0	Memory B cells
230338	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
168346	day4 unstim	unstim	day4	0	0	Memory B cells
44644	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
142423	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
795393	day9 unstim	unstim	day9	3	3	Naive B cells
807460	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
355469	day9 unstim	unstim	day9	0	0	Memory B cells
217131	day9 unstim	unstim	day9	0	0	Memory B cells
676570	day9 unstim	unstim	day9	3	3	Naive B cells
455095	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
768297	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
40718	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
576398	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
427428	day4 unstim	unstim	day4	0	0	Memory B cells
145728	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
63006	day4 unstim	unstim	day4	3	3	Naive B cells
198194	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
714379	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
214865	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
426643	day9 unstim	unstim	day9	0	0	Memory B cells
748288	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
438976	day9 unstim	unstim	day9	3	3	Naive B cells
403151	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
27344	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
141881	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
699709	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
130181	day9 unstim	unstim	day9	3	3	Naive B cells
602763	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
642455	day9 unstim	unstim	day9	0	0	Memory B cells
238261	day4 unstim	unstim	day4	3	3	Naive B cells
35821	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
575697	day9 unstim	unstim	day9	0	0	Memory B cells
370392	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
694564	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
256561	day9 unstim	unstim	day9	1	1	Pre-GC
6513	day9 unstim	unstim	day9	3	3	Naive B cells
359443	day9 unstim	unstim	day9	0	0	Memory B cells
831127	day4 unstim	unstim	day4	3	3	Naive B cells
579962	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
60463	day4 unstim	unstim	day4	0	0	Memory B cells
657659	day9 unstim	unstim	day9	4	4	GC B cells
409629	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
818636	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
233954	day9 unstim	unstim	day9	3	3	Naive B cells
828359	day4 unstim	unstim	day4	0	0	Memory B cells
63496	day9 unstim	unstim	day9	0	0	Memory B cells
528106	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
592906	day4 unstim	unstim	day4	0	0	Memory B cells
46731	day4 unstim	unstim	day4	0	0	Memory B cells
470305	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
280123	day9 unstim	unstim	day9	0	0	Memory B cells
784365	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
677677	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
825758	day9 unstim	unstim	day9	3	3	Naive B cells
252365	day9 unstim	unstim	day9	0	0	Memory B cells
545767	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
321449	day9 unstim	unstim	day9	0	0	Memory B cells
654986	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
523106	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	3	3	Naive B cells
389269	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
702511	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
738067	day9 unstim	unstim	day9	0	0	Memory B cells
396418	day4 unstim	unstim	day4	3	3	Naive B cells
642310	day4 RBD-NP	RBD-NP	day4	3	3	Naive B cells
564547	day9 RBD-NP	RBD-NP	day9	3	3	Naive B cells
679203	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	3	3	Naive B cells
421989	day9 unstim	unstim	day9	0	0	Memory B cells
508179	day9 unstim	unstim	day9	3	3	Naive B cells
